,drug_name,list_of_conditions,Inn_Name,Brand_Names,Type_Of_Action
240,progesterone,contraceptive,Progesterone,Endometrin,Agonist
241,norethindrone,menopausal conditions,Norethisterone,Aygestin,Agonist
241,norethindrone,contraceptive,Norethisterone,Aygestin,Agonist
243,oxcarbazepine,seizures,Oxcarbazepine,Oxcarbazepine,Blocker
244,perampanel,epilepsy,Perampanel,Fycompa,Inhibitor
244,perampanel,seizures,Perampanel,Fycompa,Inhibitor
245,perampanel,epilepsy,Perampanel,Fycompa,Modulator
245,perampanel,seizures,Perampanel,Fycompa,Modulator
249,phenytoin,epilepsy,Phenytoin,Hydantol,Blocker
249,phenytoin,seizures,Phenytoin,Hydantol,Blocker
249,phenytoin,epilepsy,Phenytoin,Dilantin,Blocker
249,phenytoin,seizures,Phenytoin,Dilantin,Blocker
249,phenytoin,epilepsy,Phenytoin,Phenytoin,Blocker
249,phenytoin,seizures,Phenytoin,Phenytoin,Blocker
249,phenytoin,epilepsy,Phenytoin,Phentytoin,Blocker
249,phenytoin,seizures,Phenytoin,Phentytoin,Blocker
249,phenytoin,epilepsy,Phenytoin,Dilantin-125,Blocker
249,phenytoin,seizures,Phenytoin,Dilantin-125,Blocker
249,phenytoin,epilepsy,Phenytoin,Dilantin-30,Blocker
249,phenytoin,seizures,Phenytoin,Dilantin-30,Blocker
249,phenytoin,epilepsy,Phenytoin,Diphenylhydantoin,Blocker
249,phenytoin,seizures,Phenytoin,Diphenylhydantoin,Blocker
249,phenytoin,epilepsy,Phenytoin,Dilabid,Blocker
249,phenytoin,seizures,Phenytoin,Dilabid,Blocker
250,talampanel,epilepsy,Talampanel,,Antagonist
251,zonisamide,epilepsy,Zonisamide,Zonegran*Zonegran,Blocker
251,zonisamide,seizures,Zonisamide,Zonegran*Zonegran,Blocker
251,zonisamide,epilepsy,Zonisamide,Zonisamide,Blocker
251,zonisamide,seizures,Zonisamide,Zonisamide,Blocker
252,acetazolamide,epilepsy,Acetazolamide,ACETAZOLAMIDE,Modulator
253,cannabidiol,seizures,Cannabidiol,Epidiolex,Binder
253,cannabidiol,multiple sclerosis,Cannabidiol,Epidiolex,Binder
253,cannabidiol,seizures,Cannabidiol,Sativex,Binder
253,cannabidiol,multiple sclerosis,Cannabidiol,Sativex,Binder
254,clobazam,seizures,Clobazam,Onfi,Modulator
254,clobazam,seizures,Clobazam,Sympazan,Modulator
255,clobazam,seizures,Clobazam,Onfi,Antagonist
255,clobazam,seizures,Clobazam,Sympazan,Antagonist
256,ethosuximide,epilepsy,Ethosuximide,Zarontin,Blocker
257,ezogabine,seizures,Ezogabine,TROBALT,Activator
257,ezogabine,seizures,Ezogabine,POTIGA*POTIGA,Activator
258,ezogabine,seizures,Ezogabine,TROBALT,Modulator
258,ezogabine,seizures,Ezogabine,POTIGA*POTIGA,Modulator
259,felbamate,epilepsy,Felbamate,Felbatol,Antagonist
259,felbamate,seizures,Felbamate,Felbatol,Antagonist
260,lacosamide,seizures,Lacosamide,Vimpat,Modulator
261,lacosamide,seizures,Lacosamide,Vimpat,Inhibitor
263,levetiracetam,epilepsy,Levetiracetam,Roweepra,Antagonist
263,levetiracetam,seizures,Levetiracetam,Roweepra,Antagonist
263,levetiracetam,epilepsy,Levetiracetam,Elepsia,Antagonist
263,levetiracetam,seizures,Levetiracetam,Elepsia,Antagonist
263,levetiracetam,epilepsy,Levetiracetam,Spritam,Antagonist
263,levetiracetam,seizures,Levetiracetam,Spritam,Antagonist
263,levetiracetam,epilepsy,Levetiracetam,Keppra,Antagonist
263,levetiracetam,seizures,Levetiracetam,Keppra,Antagonist
263,levetiracetam,epilepsy,Levetiracetam,Matever,Antagonist
263,levetiracetam,seizures,Levetiracetam,Matever,Antagonist
264,levetiracetam,epilepsy,Levetiracetam,Roweepra,Modulator
264,levetiracetam,seizures,Levetiracetam,Roweepra,Modulator
264,levetiracetam,epilepsy,Levetiracetam,Elepsia,Modulator
264,levetiracetam,seizures,Levetiracetam,Elepsia,Modulator
264,levetiracetam,epilepsy,Levetiracetam,Spritam,Modulator
264,levetiracetam,seizures,Levetiracetam,Spritam,Modulator
264,levetiracetam,epilepsy,Levetiracetam,Keppra,Modulator
264,levetiracetam,seizures,Levetiracetam,Keppra,Modulator
264,levetiracetam,epilepsy,Levetiracetam,Matever,Modulator
264,levetiracetam,seizures,Levetiracetam,Matever,Modulator
265,phentermine,diabetes,Phentermine,Ionamin,Inhibitor
265,phentermine,hypertension,Phentermine,Ionamin,Inhibitor
265,phentermine,diabetes,Phentermine,Duromine,Inhibitor
265,phentermine,hypertension,Phentermine,Duromine,Inhibitor
265,phentermine,diabetes,Phentermine,Phentermine resin 30,Inhibitor
265,phentermine,hypertension,Phentermine,Phentermine resin 30,Inhibitor
265,phentermine,diabetes,Phentermine,Phentermine resin complex,Inhibitor
265,phentermine,hypertension,Phentermine,Phentermine resin complex,Inhibitor
266,dronabinol,cancer,Dronabinol,Syndros,Agonist
266,dronabinol,cancer,Dronabinol,Sativex,Agonist
266,dronabinol,cancer,Dronabinol,Marinol,Agonist
267,milnacipran,depression,Milnacipran,,Inhibitor
268,vigabatrin,seizures,Vigabatrin,Sabril,Inhibitor
273,brimonidine,hypertension,Brimonidine,,Modulator
274,brimonidine,hypertension,Brimonidine,,Agonist
275,allopurinol,cancer,Allopurinol,Zyloprim,Inhibitor
275,allopurinol,cancer,Allopurinol,Aloprim,Inhibitor
276,colchicine,stroke,Colchicine,Gloperba,Binder
276,colchicine,stroke,Colchicine,Mitigare,Binder
276,colchicine,stroke,Colchicine,Colcrys,Binder
277,mecasermin,thyroid disorders,Mecasermin,Increlex,Inhibitor
278,almotriptan,migraine,Almotriptan,Axert,Agonist
279,carvedilol,hypertension,Carvedilol,Coreg,Antagonist
281,tetrabenazine,tourette's syndrome,Tetrabenazine,Nitoman,Blocker
281,tetrabenazine,huntington's disease,Tetrabenazine,Nitoman,Blocker
281,tetrabenazine,tardive dyskinesia,Tetrabenazine,Nitoman,Blocker
281,tetrabenazine,tourette's syndrome,Tetrabenazine,Revocon,Blocker
281,tetrabenazine,huntington's disease,Tetrabenazine,Revocon,Blocker
281,tetrabenazine,tardive dyskinesia,Tetrabenazine,Revocon,Blocker
281,tetrabenazine,tourette's syndrome,Tetrabenazine,Xenazine 25,Blocker
281,tetrabenazine,huntington's disease,Tetrabenazine,Xenazine 25,Blocker
281,tetrabenazine,tardive dyskinesia,Tetrabenazine,Xenazine 25,Blocker
281,tetrabenazine,tourette's syndrome,Tetrabenazine,Tetrabenazine,Blocker
281,tetrabenazine,huntington's disease,Tetrabenazine,Tetrabenazine,Blocker
281,tetrabenazine,tardive dyskinesia,Tetrabenazine,Tetrabenazine,Blocker
281,tetrabenazine,tourette's syndrome,Tetrabenazine,Tetmodis,Blocker
281,tetrabenazine,huntington's disease,Tetrabenazine,Tetmodis,Blocker
281,tetrabenazine,tardive dyskinesia,Tetrabenazine,Tetmodis,Blocker
281,tetrabenazine,tourette's syndrome,Tetrabenazine,Xenazine,Blocker
281,tetrabenazine,huntington's disease,Tetrabenazine,Xenazine,Blocker
281,tetrabenazine,tardive dyskinesia,Tetrabenazine,Xenazine,Blocker
282,lovastatin,multiple sclerosis,Lovastatin,Altoprev,Inhibitor
282,lovastatin,stroke,Lovastatin,Altoprev,Inhibitor
282,lovastatin,diabetes,Lovastatin,Altoprev,Inhibitor
282,lovastatin,multiple sclerosis,Lovastatin,Advicor,Inhibitor
282,lovastatin,stroke,Lovastatin,Advicor,Inhibitor
282,lovastatin,diabetes,Lovastatin,Advicor,Inhibitor
283,pravastatin,multiple sclerosis,Pravastatin,,Inhibitor
283,pravastatin,stroke,Pravastatin,,Inhibitor
284,rosuvastatin,multiple sclerosis,Rosuvastatin,,Inhibitor
284,rosuvastatin,stroke,Rosuvastatin,,Inhibitor
284,rosuvastatin,diabetes,Rosuvastatin,,Inhibitor
285,simvastatin,multiple sclerosis,Simvastatin,Zocor heart-pro,Inhibitor
285,simvastatin,stroke,Simvastatin,Zocor heart-pro,Inhibitor
285,simvastatin,diabetes,Simvastatin,Zocor heart-pro,Inhibitor
285,simvastatin,multiple sclerosis,Simvastatin,Ranzolont,Inhibitor
285,simvastatin,stroke,Simvastatin,Ranzolont,Inhibitor
285,simvastatin,diabetes,Simvastatin,Ranzolont,Inhibitor
285,simvastatin,multiple sclerosis,Simvastatin,Zocor,Inhibitor
285,simvastatin,stroke,Simvastatin,Zocor,Inhibitor
285,simvastatin,diabetes,Simvastatin,Zocor,Inhibitor
285,simvastatin,multiple sclerosis,Simvastatin,Simvastatin,Inhibitor
285,simvastatin,stroke,Simvastatin,Simvastatin,Inhibitor
285,simvastatin,diabetes,Simvastatin,Simvastatin,Inhibitor
285,simvastatin,multiple sclerosis,Simvastatin,Lacersa,Inhibitor
285,simvastatin,stroke,Simvastatin,Lacersa,Inhibitor
285,simvastatin,diabetes,Simvastatin,Lacersa,Inhibitor
285,simvastatin,multiple sclerosis,Simvastatin,Flolipid,Inhibitor
285,simvastatin,stroke,Simvastatin,Flolipid,Inhibitor
285,simvastatin,diabetes,Simvastatin,Flolipid,Inhibitor
285,simvastatin,multiple sclerosis,Simvastatin,Simvador,Inhibitor
285,simvastatin,stroke,Simvastatin,Simvador,Inhibitor
285,simvastatin,diabetes,Simvastatin,Simvador,Inhibitor
286,amiloride,hypertension,Amiloride,Midamor,Blocker
288,losartan,stroke,Losartan,Cozaar,Antagonist
288,losartan,diabetes,Losartan,Cozaar,Antagonist
288,losartan,hypertension,Losartan,Cozaar,Antagonist
288,losartan,stroke,Losartan,Hyzaar,Antagonist
288,losartan,diabetes,Losartan,Hyzaar,Antagonist
288,losartan,hypertension,Losartan,Hyzaar,Antagonist
289,nilvadipine,hypertension,Nilvadipine,,Inhibitor
291,propranolol,multiple sclerosis,Propranolol,Lopranol la,Antagonist
291,propranolol,migraine,Propranolol,Lopranol la,Antagonist
291,propranolol,hypertension,Propranolol,Lopranol la,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Bedranol,Antagonist
291,propranolol,migraine,Propranolol,Bedranol,Antagonist
291,propranolol,hypertension,Propranolol,Bedranol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Inderal,Antagonist
291,propranolol,migraine,Propranolol,Inderal,Antagonist
291,propranolol,hypertension,Propranolol,Inderal,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Bedranol s.r.,Antagonist
291,propranolol,migraine,Propranolol,Bedranol s.r.,Antagonist
291,propranolol,hypertension,Propranolol,Bedranol s.r.,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propanix la,Antagonist
291,propranolol,migraine,Propranolol,Propanix la,Antagonist
291,propranolol,hypertension,Propranolol,Propanix la,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Berkolol,Antagonist
291,propranolol,migraine,Propranolol,Berkolol,Antagonist
291,propranolol,hypertension,Propranolol,Berkolol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Probeta la,Antagonist
291,propranolol,migraine,Propranolol,Probeta la,Antagonist
291,propranolol,hypertension,Propranolol,Probeta la,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propranolol hydrochloride,Antagonist
291,propranolol,migraine,Propranolol,Propranolol hydrochloride,Antagonist
291,propranolol,hypertension,Propranolol,Propranolol hydrochloride,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propanix-80,Antagonist
291,propranolol,migraine,Propranolol,Propanix-80,Antagonist
291,propranolol,hypertension,Propranolol,Propanix-80,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Hemangeol,Antagonist
291,propranolol,migraine,Propranolol,Hemangeol,Antagonist
291,propranolol,hypertension,Propranolol,Hemangeol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Angilol,Antagonist
291,propranolol,migraine,Propranolol,Angilol,Antagonist
291,propranolol,hypertension,Propranolol,Angilol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Tesnol,Antagonist
291,propranolol,migraine,Propranolol,Tesnol,Antagonist
291,propranolol,hypertension,Propranolol,Tesnol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Slo-pro,Antagonist
291,propranolol,migraine,Propranolol,Slo-pro,Antagonist
291,propranolol,hypertension,Propranolol,Slo-pro,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Innopran xl,Antagonist
291,propranolol,migraine,Propranolol,Innopran xl,Antagonist
291,propranolol,hypertension,Propranolol,Innopran xl,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propatard la,Antagonist
291,propranolol,migraine,Propranolol,Propatard la,Antagonist
291,propranolol,hypertension,Propranolol,Propatard la,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Dupromex,Antagonist
291,propranolol,migraine,Propranolol,Dupromex,Antagonist
291,propranolol,hypertension,Propranolol,Dupromex,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Half-inderal la,Antagonist
291,propranolol,migraine,Propranolol,Half-inderal la,Antagonist
291,propranolol,hypertension,Propranolol,Half-inderal la,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Lederpronol,Antagonist
291,propranolol,migraine,Propranolol,Lederpronol,Antagonist
291,propranolol,hypertension,Propranolol,Lederpronol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propanix-10,Antagonist
291,propranolol,migraine,Propranolol,Propanix-10,Antagonist
291,propranolol,hypertension,Propranolol,Propanix-10,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Cardinol,Antagonist
291,propranolol,migraine,Propranolol,Cardinol,Antagonist
291,propranolol,hypertension,Propranolol,Cardinol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propranolol hydrochloride intensol,Antagonist
291,propranolol,migraine,Propranolol,Propranolol hydrochloride intensol,Antagonist
291,propranolol,hypertension,Propranolol,Propranolol hydrochloride intensol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propanix-40,Antagonist
291,propranolol,migraine,Propranolol,Propanix-40,Antagonist
291,propranolol,hypertension,Propranolol,Propanix-40,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Apsolol,Antagonist
291,propranolol,migraine,Propranolol,Apsolol,Antagonist
291,propranolol,hypertension,Propranolol,Apsolol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Half propatard la,Antagonist
291,propranolol,migraine,Propranolol,Half propatard la,Antagonist
291,propranolol,hypertension,Propranolol,Half propatard la,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propanix-160 sr,Antagonist
291,propranolol,migraine,Propranolol,Propanix-160 sr,Antagonist
291,propranolol,hypertension,Propranolol,Propanix-160 sr,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Half beta-prograne mr,Antagonist
291,propranolol,migraine,Propranolol,Half beta-prograne mr,Antagonist
291,propranolol,hypertension,Propranolol,Half beta-prograne mr,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Sagittol,Antagonist
291,propranolol,migraine,Propranolol,Sagittol,Antagonist
291,propranolol,hypertension,Propranolol,Sagittol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Slo-blok,Antagonist
291,propranolol,migraine,Propranolol,Slo-blok,Antagonist
291,propranolol,hypertension,Propranolol,Slo-blok,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Propanix-160,Antagonist
291,propranolol,migraine,Propranolol,Propanix-160,Antagonist
291,propranolol,hypertension,Propranolol,Propanix-160,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Rapranol sr,Antagonist
291,propranolol,migraine,Propranolol,Rapranol sr,Antagonist
291,propranolol,hypertension,Propranolol,Rapranol sr,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Innopran,Antagonist
291,propranolol,migraine,Propranolol,Innopran,Antagonist
291,propranolol,hypertension,Propranolol,Innopran,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Inderal la,Antagonist
291,propranolol,migraine,Propranolol,Inderal la,Antagonist
291,propranolol,hypertension,Propranolol,Inderal la,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Betadur cr,Antagonist
291,propranolol,migraine,Propranolol,Betadur cr,Antagonist
291,propranolol,hypertension,Propranolol,Betadur cr,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Beta-prograne mr,Antagonist
291,propranolol,migraine,Propranolol,Beta-prograne mr,Antagonist
291,propranolol,hypertension,Propranolol,Beta-prograne mr,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Half-betadur cr,Antagonist
291,propranolol,migraine,Propranolol,Half-betadur cr,Antagonist
291,propranolol,hypertension,Propranolol,Half-betadur cr,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Sloprolol,Antagonist
291,propranolol,migraine,Propranolol,Sloprolol,Antagonist
291,propranolol,hypertension,Propranolol,Sloprolol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Avlocardyl,Antagonist
291,propranolol,migraine,Propranolol,Avlocardyl,Antagonist
291,propranolol,hypertension,Propranolol,Avlocardyl,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Half propanix la,Antagonist
291,propranolol,migraine,Propranolol,Half propanix la,Antagonist
291,propranolol,hypertension,Propranolol,Half propanix la,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Syprol,Antagonist
291,propranolol,migraine,Propranolol,Syprol,Antagonist
291,propranolol,hypertension,Propranolol,Syprol,Antagonist
291,propranolol,multiple sclerosis,Propranolol,Half-beprane cr,Antagonist
291,propranolol,migraine,Propranolol,Half-beprane cr,Antagonist
291,propranolol,hypertension,Propranolol,Half-beprane cr,Antagonist
292,telmisartan,diabetes,Telmisartan,Tolura,Blocker
292,telmisartan,hypertension,Telmisartan,Tolura,Blocker
292,telmisartan,diabetes,Telmisartan,Telmisartan,Blocker
292,telmisartan,hypertension,Telmisartan,Telmisartan,Blocker
292,telmisartan,diabetes,Telmisartan,Micardis,Blocker
292,telmisartan,hypertension,Telmisartan,Micardis,Blocker
297,ergocalciferol,thyroid disorders,Ergocalciferol,Drisdol,Antagonist
297,ergocalciferol,thyroid disorders,Ergocalciferol,Mvi Pediatric,Antagonist
299,ephedrine,anesthetic,Ephedrine,Emerphed,Agonist
299,ephedrine,anesthetic,Ephedrine,Rezipres,Agonist
299,ephedrine,anesthetic,Ephedrine,Corphedra,Agonist
299,ephedrine,anesthetic,Ephedrine,Primatene,Agonist
299,ephedrine,anesthetic,Ephedrine,Bronkaid,Agonist
299,ephedrine,anesthetic,Ephedrine,Akovaz,Agonist
300,liothyronine,cancer,Liothyronine,Cytomel,Antagonist
300,liothyronine,thyroid disorders,Liothyronine,Cytomel,Antagonist
300,liothyronine,cancer,Liothyronine,Np Thyroid,Antagonist
300,liothyronine,thyroid disorders,Liothyronine,Np Thyroid,Antagonist
305,gaboxadol,insomnia,Gaboxadol,,Modulator
306,ramelteon,insomnia,Ramelteon,Rozerem,Modulator
306,ramelteon,insomnia,Ramelteon,Ramelteon,Modulator
308,suvorexant,insomnia,Suvorexant,Belsomra,Modulator
309,temazepam,insomnia,Temazepam,Temaz,Modulator
309,temazepam,insomnia,Temazepam,Normison,Modulator
309,temazepam,insomnia,Temazepam,Restoril,Modulator
309,temazepam,insomnia,Temazepam,Temazepam,Modulator
309,temazepam,insomnia,Temazepam,Kentepam,Modulator
310,triazolam,insomnia,Triazolam,Kention,Modulator
310,triazolam,insomnia,Triazolam,Halcion,Modulator
310,triazolam,insomnia,Triazolam,Triazolam,Modulator
311,zaleplon,insomnia,Zaleplon,Sonata,Modulator
311,zaleplon,insomnia,Zaleplon,Zaleplon,Modulator
312,zolpidem,insomnia,Zolpidem,Tovalt odt,Modulator
312,zolpidem,insomnia,Zolpidem,Intermezzo,Modulator
312,zolpidem,insomnia,Zolpidem,Zolpimist,Modulator
312,zolpidem,insomnia,Zolpidem,Ambien,Modulator
312,zolpidem,insomnia,Zolpidem,Edluar,Modulator
312,zolpidem,insomnia,Zolpidem,Ambien cr,Modulator
312,zolpidem,insomnia,Zolpidem,Stilnoct,Modulator
312,zolpidem,insomnia,Zolpidem,Zolpidem tartrate,Modulator
314,zopiclone,insomnia,Zopiclone,Zimovane,Binder
314,zopiclone,insomnia,Zopiclone,Zileze 3.75,Binder
314,zopiclone,insomnia,Zopiclone,Zileze 7.5,Binder
314,zopiclone,insomnia,Zopiclone,Zimovane ls,Binder
318,oxytocin,diabetes,Oxytocin,Orasthin,Agonist
321,oxytocin,diabetes,Oxytocin,Orasthin,Modulator
323,rufinamide,seizures,Rufinamide,Rufinamide*Inovelon,Blocker
323,rufinamide,seizures,Rufinamide,Banzel,Blocker
323,rufinamide,seizures,Rufinamide,Inovelon,Blocker
324,conjugated estrogens,menopausal conditions,Conjugated estrogens,Congest,Modulator
324,conjugated estrogens,cancer,Conjugated estrogens,Congest,Modulator
324,conjugated estrogens,menopausal conditions,Conjugated estrogens,Prempro 0.625/2.5 28 Day,Modulator
324,conjugated estrogens,cancer,Conjugated estrogens,Prempro 0.625/2.5 28 Day,Modulator
324,conjugated estrogens,menopausal conditions,Conjugated estrogens,Premarin,Modulator
324,conjugated estrogens,cancer,Conjugated estrogens,Premarin,Modulator
324,conjugated estrogens,menopausal conditions,Conjugated estrogens,Duavee,Modulator
324,conjugated estrogens,cancer,Conjugated estrogens,Duavee,Modulator
324,conjugated estrogens,menopausal conditions,Conjugated estrogens,Premphase 28 Day,Modulator
324,conjugated estrogens,cancer,Conjugated estrogens,Premphase 28 Day,Modulator
324,conjugated estrogens,menopausal conditions,Conjugated estrogens,Duavive,Modulator
324,conjugated estrogens,cancer,Conjugated estrogens,Duavive,Modulator
325,estradiol,menopausal conditions,Estradiol,Vivelle,Agonist
325,estradiol,cancer,Estradiol,Vivelle,Agonist
325,estradiol,contraceptive,Estradiol,Vivelle,Agonist
325,estradiol,menopausal conditions,Estradiol,Lyllana,Agonist
325,estradiol,cancer,Estradiol,Lyllana,Agonist
325,estradiol,contraceptive,Estradiol,Lyllana,Agonist
325,estradiol,menopausal conditions,Estradiol,Oriahnn 28 Day Kit,Agonist
325,estradiol,cancer,Estradiol,Oriahnn 28 Day Kit,Agonist
325,estradiol,contraceptive,Estradiol,Oriahnn 28 Day Kit,Agonist
325,estradiol,menopausal conditions,Estradiol,Menostar,Agonist
325,estradiol,cancer,Estradiol,Menostar,Agonist
325,estradiol,contraceptive,Estradiol,Menostar,Agonist
325,estradiol,menopausal conditions,Estradiol,Dotti,Agonist
325,estradiol,cancer,Estradiol,Dotti,Agonist
325,estradiol,contraceptive,Estradiol,Dotti,Agonist
325,estradiol,menopausal conditions,Estradiol,Divigel,Agonist
325,estradiol,cancer,Estradiol,Divigel,Agonist
325,estradiol,contraceptive,Estradiol,Divigel,Agonist
325,estradiol,menopausal conditions,Estradiol,Myfembree,Agonist
325,estradiol,cancer,Estradiol,Myfembree,Agonist
325,estradiol,contraceptive,Estradiol,Myfembree,Agonist
325,estradiol,menopausal conditions,Estradiol,Minivelle,Agonist
325,estradiol,cancer,Estradiol,Minivelle,Agonist
325,estradiol,contraceptive,Estradiol,Minivelle,Agonist
325,estradiol,menopausal conditions,Estradiol,Estrace,Agonist
325,estradiol,cancer,Estradiol,Estrace,Agonist
325,estradiol,contraceptive,Estradiol,Estrace,Agonist
325,estradiol,menopausal conditions,Estradiol,Lopreeza 1/0.5 28 Day,Agonist
325,estradiol,cancer,Estradiol,Lopreeza 1/0.5 28 Day,Agonist
325,estradiol,contraceptive,Estradiol,Lopreeza 1/0.5 28 Day,Agonist
325,estradiol,menopausal conditions,Estradiol,Vagifem,Agonist
325,estradiol,cancer,Estradiol,Vagifem,Agonist
325,estradiol,contraceptive,Estradiol,Vagifem,Agonist
325,estradiol,menopausal conditions,Estradiol,Prefest 30 Day,Agonist
325,estradiol,cancer,Estradiol,Prefest 30 Day,Agonist
325,estradiol,contraceptive,Estradiol,Prefest 30 Day,Agonist
325,estradiol,menopausal conditions,Estradiol,Angeliq 0.25/0.5 28 Day,Agonist
325,estradiol,cancer,Estradiol,Angeliq 0.25/0.5 28 Day,Agonist
325,estradiol,contraceptive,Estradiol,Angeliq 0.25/0.5 28 Day,Agonist
325,estradiol,menopausal conditions,Estradiol,Bijuva,Agonist
325,estradiol,cancer,Estradiol,Bijuva,Agonist
325,estradiol,contraceptive,Estradiol,Bijuva,Agonist
325,estradiol,menopausal conditions,Estradiol,Estalis,Agonist
325,estradiol,cancer,Estradiol,Estalis,Agonist
325,estradiol,contraceptive,Estradiol,Estalis,Agonist
325,estradiol,menopausal conditions,Estradiol,Yuvafem,Agonist
325,estradiol,cancer,Estradiol,Yuvafem,Agonist
325,estradiol,contraceptive,Estradiol,Yuvafem,Agonist
325,estradiol,menopausal conditions,Estradiol,Activelle,Agonist
325,estradiol,cancer,Estradiol,Activelle,Agonist
325,estradiol,contraceptive,Estradiol,Activelle,Agonist
325,estradiol,menopausal conditions,Estradiol,Activella 1/0.5 28 Day,Agonist
325,estradiol,cancer,Estradiol,Activella 1/0.5 28 Day,Agonist
325,estradiol,contraceptive,Estradiol,Activella 1/0.5 28 Day,Agonist
325,estradiol,menopausal conditions,Estradiol,Mimvey,Agonist
325,estradiol,cancer,Estradiol,Mimvey,Agonist
325,estradiol,contraceptive,Estradiol,Mimvey,Agonist
325,estradiol,menopausal conditions,Estradiol,Combipatch,Agonist
325,estradiol,cancer,Estradiol,Combipatch,Agonist
325,estradiol,contraceptive,Estradiol,Combipatch,Agonist
325,estradiol,menopausal conditions,Estradiol,Climara Pro,Agonist
325,estradiol,cancer,Estradiol,Climara Pro,Agonist
325,estradiol,contraceptive,Estradiol,Climara Pro,Agonist
325,estradiol,menopausal conditions,Estradiol,Estring,Agonist
325,estradiol,cancer,Estradiol,Estring,Agonist
325,estradiol,contraceptive,Estradiol,Estring,Agonist
325,estradiol,menopausal conditions,Estradiol,Climara,Agonist
325,estradiol,cancer,Estradiol,Climara,Agonist
325,estradiol,contraceptive,Estradiol,Climara,Agonist
325,estradiol,menopausal conditions,Estradiol,Elestrin,Agonist
325,estradiol,cancer,Estradiol,Elestrin,Agonist
325,estradiol,contraceptive,Estradiol,Elestrin,Agonist
325,estradiol,menopausal conditions,Estradiol,Oesclim,Agonist
325,estradiol,cancer,Estradiol,Oesclim,Agonist
325,estradiol,contraceptive,Estradiol,Oesclim,Agonist
325,estradiol,menopausal conditions,Estradiol,Amabelz 0.5/0.1 28 Day,Agonist
325,estradiol,cancer,Estradiol,Amabelz 0.5/0.1 28 Day,Agonist
325,estradiol,contraceptive,Estradiol,Amabelz 0.5/0.1 28 Day,Agonist
325,estradiol,menopausal conditions,Estradiol,Estrogel,Agonist
325,estradiol,cancer,Estradiol,Estrogel,Agonist
325,estradiol,contraceptive,Estradiol,Estrogel,Agonist
325,estradiol,menopausal conditions,Estradiol,Evamist,Agonist
325,estradiol,cancer,Estradiol,Evamist,Agonist
325,estradiol,contraceptive,Estradiol,Evamist,Agonist
325,estradiol,menopausal conditions,Estradiol,Estradot,Agonist
325,estradiol,cancer,Estradiol,Estradot,Agonist
325,estradiol,contraceptive,Estradiol,Estradot,Agonist
325,estradiol,menopausal conditions,Estradiol,Imvexxy 4 Mcg Starter Pack,Agonist
325,estradiol,cancer,Estradiol,Imvexxy 4 Mcg Starter Pack,Agonist
325,estradiol,contraceptive,Estradiol,Imvexxy 4 Mcg Starter Pack,Agonist
326,estrone,menopausal conditions,Estrone,Estrogenic substance,Agonist
327,irinotecan,cancer,Irinotecan,Campto,Modulator
329,bevacizumab,cancer,Bevacizumab,Avastin,
330,scopolamine,anesthetic,,METHSCOPOLAMINE BROMIDE*SCOPOLAMINE*BUTILESCOPOLAMINA GENERIS,Antagonist
330,scopolamine,analgesic,,METHSCOPOLAMINE BROMIDE*SCOPOLAMINE*BUTILESCOPOLAMINA GENERIS,Antagonist
330,scopolamine,anesthetic,,PHENOHYTRO*BYSIMIN,Antagonist
